beer,abv,ibu,style,brewery
Schlafly Wheat Ale,4.5,10.0,American-Style Lager,Saint Louis Brewery / Schlafy Tap Room
Black Forest,4.5,10.0,Undefined-Ignore,Crescent City Brewhouse
Steam,4.5,10.0,Undefined-Ignore,Crescent City Brewhouse
Pilsner,4.5,10.0,Undefined-Ignore,Crescent City Brewhouse
Weiss Beer,4.5,10.0,South German-Style Hefeweizen,Crescent City Brewhouse
Red Stallion,4.5,10.0,American-Style Lager,Crescent City Brewhouse
Abby Road Belgian Ale,4.5,10.0,Undefined-Ignore,Zea Rotisserie and Brewery
"Ginger-\slap\"" Spiced Ale""",4.5,10.0,Undefined-Ignore,Zea Rotisserie and Brewery
Clearview Light,4.5,10.0,Undefined-Ignore,Zea Rotisserie and Brewery
Ponchartrain Porter,4.5,10.0,Porter,Zea Rotisserie and Brewery
Z.P.A. India Pale Ale,4.5,10.0,American-Style Pale Ale,Zea Rotisserie and Brewery
Category 5 Strong Ale,4.5,10.0,American-Style Pale Ale,Zea Rotisserie and Brewery
Lager,4.5,10.0,American-Style Lager,Zea Rotisserie and Brewery
ESB,4.5,10.0,Undefined-Ignore,Harpoon Brewery - Windsor
Harpoon IPA,5.9,10.0,American-Style India Pale Ale,Harpoon Brewery - Windsor
Dr. Hops Pale Ale,4.5,10.0,Undefined-Ignore,Idaho Brewing
Dr. Hops Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Idaho Brewing
Bavarian Lager,4.5,10.0,Undefined-Ignore,Capital Brewery
Capital Munich Dark,4.5,10.0,Undefined-Ignore,Capital Brewery
Capital Bavarian Lager,4.5,10.0,Undefined-Ignore,Capital Brewery
Capital U.S. Pale Ale,4.5,10.0,American-Style Pale Ale,Capital Brewery
Capital Rustic Ale,4.5,10.0,American-Style Amber/Red Ale,Capital Brewery
Capital Brown Ale,4.5,10.0,American-Style Brown Ale,Capital Brewery
Capital Kloster Weizen,4.5,10.0,South German-Style Hefeweizen,Capital Brewery
Capital Weizen Doppelbock,4.5,10.0,South German-Style Weizenbock,Capital Brewery
Capital Prairie Gold,4.5,10.0,Other Belgian-Style Ales,Capital Brewery
Capital Special Pilsner,4.5,10.0,German-Style Pilsener,Capital Brewery
Capital Fest Beer,4.5,10.0,German-Style Oktoberfest,Capital Brewery
Garten Brí_u Fest,4.5,10.0,German-Style Oktoberfest,Capital Brewery
Capital Oktoberfest,4.5,10.0,German-Style Oktoberfest,Capital Brewery
Autumnal Fire,4.5,10.0,Traditional German-Style Bock,Capital Brewery
Winter Skí«l,4.5,10.0,Traditional German-Style Bock,Capital Brewery
Blonde Doppelbock,4.5,10.0,Traditional German-Style Bock,Capital Brewery
Capital Maibock,4.5,10.0,German-Style Heller Bock/Maibock,Capital Brewery
Capital Dark Doppelbock,4.5,10.0,German-Style Doppelbock,Capital Brewery
Capital Wisconsin Amber,4.5,10.0,American-Style Lager,Capital Brewery
Capital Island Wheat,4.5,10.0,Light American Wheat Ale or Lager,Capital Brewery
Witbier,4.5,10.0,Undefined-Ignore,Gray Brewing
Pre-Prohibition Lager,4.5,10.0,Undefined-Ignore,Gray Brewing
Irish Style Ale,4.5,10.0,Undefined-Ignore,Gray Brewing
Autumn Ale,4.5,10.0,English-Style Pale Mild Ale,Gray Brewing
Bower City Pale Ale,4.5,10.0,American-Style Pale Ale,Gray Brewing
Classic American Pale Ale,4.5,10.0,American-Style Pale Ale,Gray Brewing
Classic Oatmeal Stout,4.5,10.0,American-Style Stout,Gray Brewing
Cream Ale,4.5,10.0,American-Style Lager,Gray Brewing
Black and Tan,4.5,10.0,American-Style Lager,Gray Brewing
Honey Ale,4.5,10.0,American-Style Lager,Gray Brewing
ESB,4.5,10.0,Undefined-Ignore,Long Valley Pub & Brewery
Lazy Jake Porter,4.5,10.0,Porter,Long Valley Pub & Brewery
Grist Mill Golden,4.5,10.0,American-Style Pale Ale,Long Valley Pub & Brewery
German Valley Amber,4.5,10.0,American-Style Amber/Red Ale,Long Valley Pub & Brewery
Black River Brown,4.5,10.0,American-Style Brown Ale,Long Valley Pub & Brewery
Oatmeal Stout,4.5,10.0,American-Style Stout,Long Valley Pub & Brewery
Gold,4.5,10.0,Undefined-Ignore,Krogh's Restaurant and Brewpub
Packs A Punch Porter,4.5,10.0,Porter,Krogh's Restaurant and Brewpub
Brogen Meadow Pale Ale,4.5,10.0,American-Style Pale Ale,Krogh's Restaurant and Brewpub
Alpine Glow Red Ale,4.5,10.0,American-Style Amber/Red Ale,Krogh's Restaurant and Brewpub
Log Cabin Nut Brown,4.5,10.0,American-Style Brown Ale,Krogh's Restaurant and Brewpub
Old Krogh Oatmeal Stout,4.5,10.0,American-Style Stout,Krogh's Restaurant and Brewpub
Three Sisters Golden Wheat,4.5,10.0,American-Style Lager,Krogh's Restaurant and Brewpub
32 Inning Ale,4.5,10.0,Undefined-Ignore,Pizzeria Uno Chicago Grill & Brewery
Bootlegger Blonde Ale,4.5,10.0,Undefined-Ignore,Pizzeria Uno Chicago Grill & Brewery
Gust-N-Gale Porter,4.5,10.0,Porter,Pizzeria Uno Chicago Grill & Brewery
Station House Red Ale,4.5,10.0,American-Style Amber/Red Ale,Pizzeria Uno Chicago Grill & Brewery
Oatmeal Stout,4.5,10.0,American-Style Stout,Pizzeria Uno Chicago Grill & Brewery
Full Moon Barley Wine Ale,4.5,10.0,Undefined-Ignore,Heartland Brewery Union Square
Cornhusker Lager,4.5,10.0,Undefined-Ignore,Heartland Brewery Union Square
Not Tonight Honey Porter,6.5,10.0,Porter,Heartland Brewery Union Square
Indiana Pale Ale,4.5,10.0,American-Style Pale Ale,Heartland Brewery Union Square
Red Rooster Ale,4.5,10.0,American-Style Amber/Red Ale,Heartland Brewery Union Square
Harvest Wheat Beer,4.5,10.0,American-Style Lager,Heartland Brewery Union Square
Checker Cab Blonde Ale,5.2,10.0,Undefined-Ignore,Chelsea Brewing Company
Sunset Red Ale,5.0,10.0,American-Style Pale Ale,Chelsea Brewing Company
Henry Hudson IPA,4.5,10.0,American-Style India Pale Ale,Chelsea Brewing Company
Blueberry Wheat,4.5,10.0,Light American Wheat Ale or Lager,Chelsea Brewing Company
Dark Lager,4.5,10.0,Undefined-Ignore,Victory Brewing
Hard Times Lager,4.5,10.0,Undefined-Ignore,Victory Brewing
Brandywine Valley Lager,4.5,10.0,Undefined-Ignore,Victory Brewing
Yakima Twilight,8.9,10.0,Undefined-Ignore,Victory Brewing
Workhorse Porter,4.5,10.0,Porter,Victory Brewing
Hop Devil India Pale Ale,6.7,10.0,American-Style India Pale Ale,Victory Brewing
Wild Devil Ale,6.7,10.0,American-Style India Pale Ale,Victory Brewing
Hop Wallop,8.5,10.0,Imperial or Double India Pale Ale,Victory Brewing
Old Horizontal,14.55,10.0,American-Style Barley Wine Ale,Victory Brewing
Yakima Glory,8.7,10.0,American-Style India Black Ale,Victory Brewing
Baltic Thunder,8.5,10.0,American-Style Stout,Victory Brewing
Storm King Imperial Stout,9.1,10.0,American-Style Imperial Stout,Victory Brewing
Sunrise Weissbier,5.7,10.0,South German-Style Hefeweizen,Victory Brewing
Moonglow Weizenbock,8.7,10.0,South German-Style Weizenbock,Victory Brewing
Golden Monkey Tripel,9.5,10.0,Belgian-Style Tripel,Victory Brewing
Whirlwind Wit,5.0,10.0,Belgian-Style White,Victory Brewing
V-12,12.0,10.0,Other Belgian-Style Ales,Victory Brewing
V-Saison,7.5,10.0,Other Belgian-Style Ales,Victory Brewing
Helios,7.5,10.0,French & Belgian-Style Saison,Victory Brewing
Prima Pils,5.3,10.0,German-Style Pilsener,Victory Brewing
Festbier,5.6,10.0,German-Style Oktoberfest,Victory Brewing
St. Boisterous Hellerbock,7.3,10.0,German-Style Heller Bock/Maibock,Victory Brewing
Throwback Lager,5.4,10.0,American-Style Lager,Victory Brewing
Victory Lager,4.8,10.0,American-Style Lager,Victory Brewing
St. Victorious,7.6,10.0,American-Style Lager,Victory Brewing
Winter Wonder,4.5,10.0,Undefined-Ignore,Triumph Brewing of Princeton
Helles Lager,4.5,10.0,Undefined-Ignore,Triumph Brewing of Princeton
Scottish Ale,4.5,10.0,Scotch Ale,Triumph Brewing of Princeton
Bengal Gold India Pale Ale,4.5,10.0,American-Style Pale Ale,Triumph Brewing of Princeton
Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Triumph Brewing of Princeton
Imperial Stout,9.0,10.0,American-Style Stout,Triumph Brewing of Princeton
Honey Wheat,4.5,10.0,American-Style Lager,Triumph Brewing of Princeton
ESB,4.5,10.0,Undefined-Ignore,Ship Inn Brewpub
Best Bitter,4.5,10.0,Undefined-Ignore,Ship Inn Brewpub
Pheasant Plucker,4.5,10.0,English-Style Pale Mild Ale,Ship Inn Brewpub
Golden Wheat Light,4.5,10.0,American-Style Lager,Ship Inn Brewpub
Bad Seed Pumpkin Ale,4.5,10.0,Undefined-Ignore,Basil T's Brew Pub and Italian Grill
Apple Ale,4.5,10.0,Light American Wheat Ale or Lager,Basil T's Brew Pub and Italian Grill
Gelande Amber Lager,4.5,10.0,Undefined-Ignore,Uinta Brewing Compnay
King's Peak Porter,4.0,10.0,Porter,Uinta Brewing Compnay
Black Cider,4.5,10.0,Undefined-Ignore,White Oak Cider
1997,6.8,10.0,Undefined-Ignore,White Oak Cider
Dunkle,4.5,10.0,Undefined-Ignore,Bellows Brew Crew
Pretty Girl Pilsner,4.5,10.0,Undefined-Ignore,Bellows Brew Crew
Steam Lager,4.5,10.0,Undefined-Ignore,Bellows Brew Crew
IPA,4.5,10.0,American-Style India Pale Ale,Bellows Brew Crew
Red,4.5,10.0,American-Style Amber/Red Ale,Bellows Brew Crew
Stout,4.5,10.0,American-Style Stout,Bellows Brew Crew
Wheat,4.5,10.0,American-Style Lager,Bellows Brew Crew
Winter Solstice Seasonal Ale 2002,4.5,10.0,Undefined-Ignore,Anderson Valley Brewing
Horn of the Bear Barleywine,4.5,10.0,Undefined-Ignore,Anderson Valley Brewing
Winter Solstice Seasonal Ale 1992,4.5,10.0,Undefined-Ignore,Anderson Valley Brewing
Deep Enders Dark,4.5,10.0,Porter,Anderson Valley Brewing
Hop Ottin IPA,7.0,10.0,American-Style India Pale Ale,Anderson Valley Brewing
Boont Amber Ale,5.8,10.0,American-Style Amber/Red Ale,Anderson Valley Brewing
Nitro Stout,4.5,10.0,American-Style Stout,Anderson Valley Brewing
Barney Flats Oatmeal Stout,5.7,10.0,American-Style Stout,Anderson Valley Brewing
High Rollers Wheat Beer,4.5,10.0,American-Style Lager,Anderson Valley Brewing
Summer Solstice Cerveza Crema,5.6,10.0,American-Style Cream Ale or Lager,Anderson Valley Brewing
80 Shilling,4.5,10.0,Undefined-Ignore,Gaslight Brewery
Steam Beer,4.5,10.0,Undefined-Ignore,Gaslight Brewery
Bulldog Blonde,4.5,10.0,Undefined-Ignore,Gaslight Brewery
Pirate Pale,4.5,10.0,American-Style Pale Ale,Gaslight Brewery
Bison Brown,5.0,10.0,American-Style Brown Ale,Gaslight Brewery
Perfect Stout,4.8,10.0,American-Style Stout,Gaslight Brewery
Harvest Ale,5.6,10.0,German-Style Oktoberfest,Gaslight Brewery
Cappa Cappa Crusher,4.6,10.0,Undefined-Ignore,JJ Bitting Brewing
"Cali \Steam\"" Locomotive""",4.5,10.0,Undefined-Ignore,JJ Bitting Brewing
Hop Garden Pale Ale,4.5,10.0,American-Style Pale Ale,JJ Bitting Brewing
Bad Boy Oktoberfest,4.5,10.0,German-Style Oktoberfest,JJ Bitting Brewing
Golden Blonde,4.5,10.0,Undefined-Ignore,Harvest Moon Brewery / Cafe
Altruistic American Ale,4.5,10.0,American-Style Pale Ale,Harvest Moon Brewery / Cafe
British Nut Brown,4.5,10.0,American-Style Brown Ale,Harvest Moon Brewery / Cafe
Ghost Pony Helles Lager,5.6,10.0,Undefined-Ignore,Trap Rock Restaurant and Brewery
Pacific Coast Ale,5.6,10.0,Undefined-Ignore,Trap Rock Restaurant and Brewery
Yorkshire Stout,4.5,10.0,American-Style Stout,Trap Rock Restaurant and Brewery
Octoberfest,4.5,10.0,German-Style Oktoberfest,Trap Rock Restaurant and Brewery
Blackforest Lager,4.5,10.0,German-Style Schwarzbier,Trap Rock Restaurant and Brewery
Hathor Red Lager,5.4,10.0,American-Style Lager,Trap Rock Restaurant and Brewery
Piva Bohemia,4.7,10.0,Undefined-Ignore,Hereford & Hops Steakhouse and Brewpub #3
Christmas Ale,4.5,10.0,Undefined-Ignore,Hereford & Hops Steakhouse and Brewpub #3
Cleary Red,4.5,10.0,Undefined-Ignore,Hereford & Hops Steakhouse and Brewpub #3
Whitetail Ale,4.5,10.0,Undefined-Ignore,Hereford & Hops Steakhouse and Brewpub #3
ESB,6.0,10.0,Undefined-Ignore,Hereford & Hops Steakhouse and Brewpub #3
St. Edmunds Strong Porter,4.5,10.0,Porter,Hereford & Hops Steakhouse and Brewpub #3
India Pale Ale,5.2,10.0,American-Style Pale Ale,Hereford & Hops Steakhouse and Brewpub #3
Schwarzbier,4.5,10.0,German-Style Schwarzbier,Hereford & Hops Steakhouse and Brewpub #3
Doppelbock,4.5,10.0,Traditional German-Style Bock,Hereford & Hops Steakhouse and Brewpub #3
Hefeweizen,5.0,10.0,American-Style Lager,Hereford & Hops Steakhouse and Brewpub #3
Lichthouse Lager,4.5,10.0,American-Style Lager,Hereford & Hops Steakhouse and Brewpub #3
South of the Border Light,4.5,10.0,Undefined-Ignore,Brown Street Brewery
Munich Helle,4.5,10.0,Undefined-Ignore,Brown Street Brewery
Czech Pilsner,4.5,10.0,Undefined-Ignore,Brown Street Brewery
Amber,4.5,10.0,American-Style Amber/Red Ale,Brown Street Brewery
Stout,4.5,10.0,American-Style Stout,Brown Street Brewery
Aussie Lager,4.5,10.0,American-Style Lager,Brown Street Brewery
Dunkel Lager,5.0,10.0,Undefined-Ignore,Moosejaw Pizza & Dells Brewing Company
Light Ale,4.0,10.0,Undefined-Ignore,Moosejaw Pizza & Dells Brewing Company
North of the Border Porter,6.0,10.0,Porter,Moosejaw Pizza & Dells Brewing Company
New Hops Ale,4.5,10.0,American-Style Pale Ale,Moosejaw Pizza & Dells Brewing Company
Schmitz Pale Ale No. 5,4.5,10.0,American-Style Pale Ale,Moosejaw Pizza & Dells Brewing Company
Dells Chief Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Moosejaw Pizza & Dells Brewing Company
Weissbier,5.0,10.0,South German-Style Hefeweizen,Moosejaw Pizza & Dells Brewing Company
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Moosejaw Pizza & Dells Brewing Company
Blonde Bock,4.5,10.0,Traditional German-Style Bock,Moosejaw Pizza & Dells Brewing Company
Pilsner,4.5,10.0,American-Style Lager,Moosejaw Pizza & Dells Brewing Company
Capitol ESB,4.5,10.0,Undefined-Ignore,Great Waters Brewing Company
Golden Prairie Blond,4.5,10.0,Undefined-Ignore,Great Waters Brewing Company
Old Bastard,4.5,10.0,Old Ale,Great Waters Brewing Company
Saint Peter Pale Ale,4.5,10.0,American-Style Pale Ale,Great Waters Brewing Company
Brown Trout Brown,4.5,10.0,American-Style Brown Ale,Great Waters Brewing Company
Honey Wheat,4.5,10.0,American-Style Lager,Great Waters Brewing Company
St. Paul Pilsner,4.5,10.0,Undefined-Ignore,Rock Bottom Restaurant & Brewery - Minneapolis
Saison Goux,4.5,10.0,Undefined-Ignore,Rock Bottom Restaurant & Brewery - Minneapolis
Itasca Extra Pale Ale,4.5,10.0,English-Style Pale Mild Ale,Rock Bottom Restaurant & Brewery - Minneapolis
Eric the Red,4.5,10.0,American-Style Amber/Red Ale,Rock Bottom Restaurant & Brewery - Minneapolis
Big Horn Nut Brown Ale,4.5,10.0,American-Style Brown Ale,Rock Bottom Restaurant & Brewery - Minneapolis
Stillwater Stout,4.5,10.0,American-Style Stout,Rock Bottom Restaurant & Brewery - Minneapolis
Heifer-Weizen,4.5,10.0,South German-Style Hefeweizen,Rock Bottom Restaurant & Brewery - Minneapolis
North Star Premium Lager,4.5,10.0,American-Style Lager,Rock Bottom Restaurant & Brewery - Minneapolis
Gold Crown Lager,4.5,10.0,Undefined-Ignore,Sherlock's Home
Queen Anne Light,4.5,10.0,Undefined-Ignore,Sherlock's Home
Cologne Golden Ale,4.5,10.0,Undefined-Ignore,Sherlock's Home
Palace Porter,4.5,10.0,Porter,Sherlock's Home
Star of India India Pale Ale,4.5,10.0,American-Style Pale Ale,Sherlock's Home
Hell for Certain,4.5,10.0,Undefined-Ignore,"BBC Brewing Co., LLC"
Dark Star,4.5,10.0,Porter,"BBC Brewing Co., LLC"
Bourbon Barrel Smoked Porter,4.5,10.0,Porter,"BBC Brewing Co., LLC"
American Pale Ale,4.5,10.0,American-Style Pale Ale,"BBC Brewing Co., LLC"
Hoppy Hefe,4.5,10.0,South German-Style Hefeweizen,"BBC Brewing Co., LLC"
Cask Hefe,4.5,10.0,South German-Style Hefeweizen,"BBC Brewing Co., LLC"
Extra Special Bitter,4.5,10.0,Undefined-Ignore,LaConner Brewing
India Pale Ale,4.5,10.0,American-Style Pale Ale,LaConner Brewing
Pseudo Lambic Framboise,4.5,10.0,Belgian-Style Fruit Lambic,LaConner Brewing
LaConner Pilsener,4.5,10.0,German-Style Pilsener,LaConner Brewing
Vanilla,4.5,10.0,Undefined-Ignore,Bricktown Brewery
Munich Dunkel,4.5,10.0,Undefined-Ignore,Bricktown Brewery
Get Fuggled,4.5,10.0,Undefined-Ignore,Bricktown Brewery
Laughing Ass,4.5,10.0,American-Style Lager,Bricktown Brewery
Vanilla Berry Orange,4.5,10.0,Light American Wheat Ale or Lager,Bricktown Brewery
Old #27 Barleywine,4.5,10.0,Undefined-Ignore,Delafield Brewhaus
Noch Einmal Dunkel,4.5,10.0,Undefined-Ignore,Delafield Brewhaus
Hopfenstange Pils,4.5,10.0,Undefined-Ignore,Delafield Brewhaus
Dock Light Golden Ale,4.5,10.0,Undefined-Ignore,Delafield Brewhaus
Pewaukee Porter,4.5,10.0,Porter,Delafield Brewhaus
Hops and Glory American Ale,4.5,10.0,American-Style Pale Ale,Delafield Brewhaus
Amber,4.5,10.0,American-Style Amber/Red Ale,Delafield Brewhaus
Hopfenteufel Alt Bier,4.5,10.0,American-Style Brown Ale,Delafield Brewhaus
Oats and Barley Stout,4.5,10.0,American-Style Stout,Delafield Brewhaus
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Delafield Brewhaus
Frí_hlingzeit Maibock,4.5,10.0,Traditional German-Style Bock,Delafield Brewhaus
Pullman Nut Brown Ale,4.5,10.0,Undefined-Ignore,Flossmoor Station Brewery
El Diablo Tripel,11.0,10.0,Undefined-Ignore,Flossmoor Station Brewery
Bavarian Helles,4.5,10.0,Undefined-Ignore,Flossmoor Station Brewery
Old 420 Wheat Wine,4.5,10.0,Undefined-Ignore,Flossmoor Station Brewery
Kilt Kicker Wee Heavy,7.0,10.0,Scotch Ale,Flossmoor Station Brewery
Panama Limited Red Ale,4.5,10.0,American-Style Pale Ale,Flossmoor Station Brewery
Zephyr Golden Ale,4.5,10.0,American-Style Pale Ale,Flossmoor Station Brewery
Imperial Eclipse Stout,4.5,10.0,American-Style Stout,Flossmoor Station Brewery
Station Master Wheat Ale,4.5,10.0,American-Style Lager,Flossmoor Station Brewery
Chessie Cherry,4.5,10.0,Light American Wheat Ale or Lager,Flossmoor Station Brewery
Roundhouse Raspberry Wheat Ale,4.5,10.0,Light American Wheat Ale or Lager,Flossmoor Station Brewery
Adler Brí_u Bucky Brau Barleywine,4.5,10.0,Undefined-Ignore,Appleton Brewing
Adler Brí_u Pumpkin Spice,4.5,10.0,Undefined-Ignore,Appleton Brewing
Adler Brí_u Ginseng Lager,4.5,10.0,Undefined-Ignore,Appleton Brewing
Adler Brí_u Marquette Pilsner,4.5,10.0,Undefined-Ignore,Appleton Brewing
Adler Brí_u Cherry Creek Cherry Flavored Lager,4.5,10.0,Undefined-Ignore,Appleton Brewing
Adler Brí_u 1848 Lager,4.5,10.0,Undefined-Ignore,Appleton Brewing
Adler Brí_u Winter Ale,4.5,10.0,Old Ale,Appleton Brewing
Adler Brí_u Classic Porter,4.5,10.0,Porter,Appleton Brewing
Adler Brí_u Fox Classic River Ale,4.5,10.0,American-Style Pale Ale,Appleton Brewing
Adler Brí_u Tailgate Amber,4.5,10.0,American-Style Amber/Red Ale,Appleton Brewing
Adler Brí_u Holiday Ale,4.5,10.0,American-Style Amber/Red Ale,Appleton Brewing
Adler Brí_u Downtown Brown,4.5,10.0,American-Style Brown Ale,Appleton Brewing
Adler Brí_u Oatmeal Stout,4.5,10.0,American-Style Stout,Appleton Brewing
Adler Brí_u Weiss,4.5,10.0,South German-Style Hefeweizen,Appleton Brewing
Adler Brí_u Doppel Bock Beer,4.5,10.0,Traditional German-Style Bock,Appleton Brewing
Adler Brí_u Eagle Lager,4.5,10.0,American-Style Lager,Appleton Brewing
Dry Mead,4.5,10.0,Undefined-Ignore,White Winter Winery
Traditional Brackett,7.0,10.0,Undefined-Ignore,White Winter Winery
Robert Burns Scottish Ale,4.5,10.0,Undefined-Ignore,Barley's #2 Smokehouse and Brewpub
Caber Tossing Scottish Ale,4.5,10.0,Undefined-Ignore,Fratellos Restaurant and Brewery
Sesquicentennial Light Ale,4.5,10.0,Undefined-Ignore,Fratellos Restaurant and Brewery
Fox River Golden Ale,4.5,10.0,Undefined-Ignore,Fratellos Restaurant and Brewery
Titan Porter,4.5,10.0,Porter,Fratellos Restaurant and Brewery
Fox Tail Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Fratellos Restaurant and Brewery
Nut Brown Ale,4.5,10.0,American-Style Brown Ale,Fratellos Restaurant and Brewery
Trolleycar Stout,4.5,10.0,American-Style Stout,Fratellos Restaurant and Brewery
Oatmeal Stout,4.5,10.0,American-Style Stout,Fratellos Restaurant and Brewery
Winnebago Wheat,4.5,10.0,South German-Style Hefeweizen,Fratellos Restaurant and Brewery
Foxtoberfest,4.5,10.0,German-Style Oktoberfest,Fratellos Restaurant and Brewery
What the Helles Bock,4.5,10.0,Traditional German-Style Bock,Fratellos Restaurant and Brewery
Fox Light,4.5,10.0,American-Style Lager,Fratellos Restaurant and Brewery
Rye,4.5,10.0,American-Style Lager,Fratellos Restaurant and Brewery
Caber Tossing Scottish Ale,4.5,10.0,Undefined-Ignore,Fox River Brewing #1
Titan Porter,4.5,10.0,Porter,Fox River Brewing #1
Golden Ale,4.5,10.0,American-Style Pale Ale,Fox River Brewing #1
IPA,4.5,10.0,American-Style India Pale Ale,Fox River Brewing #1
Fox Tail Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Fox River Brewing #1
íñber-Sticke Altbier,4.5,10.0,American-Style Brown Ale,Fox River Brewing #1
Nut Brown Ale,4.5,10.0,American-Style Brown Ale,Fox River Brewing #1
Trolleycar Stout,4.5,10.0,American-Style Stout,Fox River Brewing #1
Winnebago Wheat,4.5,10.0,South German-Style Hefeweizen,Fox River Brewing #1
Fox Light,4.5,10.0,American-Style Lager,Fox River Brewing #1
