beer,abv,ibu,style,brewery,city,state
Eigenberg Smoked Porter,4.5,10.0,American-Style Lager,Thunderhead Brewery,Kearney,Nebraska
Honey Lager,4.5,10.0,American-Style Lager,Thunderhead Brewery,Kearney,Nebraska
Kí_lsch,4.5,10.0,Undefined-Ignore,Cleveland ChopHouse and Brewery,Cleveland,Ohio
Big Woody Lager,4.5,10.0,Undefined-Ignore,Brew Kettle Taproom & Smokehouse BOP,Strongsville,Ohio
Wild Turkey Bourbon Stout,4.5,10.0,Undefined-Ignore,Denver ChopHouse and Brewery,Denver,Colorado
Lucky U Denver Special Bitter,4.46,10.0,Undefined-Ignore,Denver ChopHouse and Brewery,Denver,Colorado
Buffalo Gold,6.3,10.0,Undefined-Ignore,Denver ChopHouse and Brewery,Denver,Colorado
Honey Wheat,4.46,10.0,Undefined-Ignore,Denver ChopHouse and Brewery,Denver,Colorado
Pale Ale,5.5,10.0,American-Style Pale Ale,Denver ChopHouse and Brewery,Denver,Colorado
Singletrack Copper Ale,5.57,10.0,American-Style Pale Ale,Denver ChopHouse and Brewery,Denver,Colorado
Redwing,4.73,10.0,American-Style Amber/Red Ale,Denver ChopHouse and Brewery,Denver,Colorado
Nut Brown Ale,5.2,10.0,American-Style Brown Ale,Denver ChopHouse and Brewery,Denver,Colorado
Oatmeal Stout,6.54,10.0,American-Style Stout,Denver ChopHouse and Brewery,Denver,Colorado
Pilsner,4.99,10.0,American-Style Lager,Denver ChopHouse and Brewery,Denver,Colorado
Fat Cat,7.25,10.0,Undefined-Ignore,Cheshire Cat Brewery,Arvada,Colorado
Arrogant Brit,5.3,10.0,Undefined-Ignore,Cheshire Cat Brewery,Arvada,Colorado
Pilsner,4.85,10.0,Undefined-Ignore,Cheshire Cat Brewery,Arvada,Colorado
IPA,6.9,10.0,American-Style India Pale Ale,Cheshire Cat Brewery,Arvada,Colorado
Black Cat Stout,6.15,10.0,American-Style Stout,Cheshire Cat Brewery,Arvada,Colorado
Lucky U ESB,5.1,10.0,Undefined-Ignore,Rock Bottom Restaurant & Brewery - Denver,Denver,Colorado
Purple Nightie,6.2,10.0,Undefined-Ignore,Rock Bottom Restaurant & Brewery - Denver,Denver,Colorado
Falcon Pale Ale,4.5,10.0,American-Style Pale Ale,Rock Bottom Restaurant & Brewery - Denver,Denver,Colorado
Rocktoberfest,5.0,10.0,German-Style Oktoberfest,Rock Bottom Restaurant & Brewery - Denver,Denver,Colorado
Dark Knight,12.0,10.0,Undefined-Ignore,Barley John's Brewpub,New Brighton,Minnesota
Sunny Summer Ale,4.5,10.0,Undefined-Ignore,Barley John's Brewpub,New Brighton,Minnesota
Wit,4.5,10.0,Undefined-Ignore,Barley John's Brewpub,New Brighton,Minnesota
Wild Brunette,7.5,10.0,Undefined-Ignore,Barley John's Brewpub,New Brighton,Minnesota
Little Barley Bitter,4.5,10.0,Undefined-Ignore,Barley John's Brewpub,New Brighton,Minnesota
Stockyard IPA,4.5,10.0,American-Style India Pale Ale,Barley John's Brewpub,New Brighton,Minnesota
Old Eight Porter,4.5,10.0,American-Style Stout,Barley John's Brewpub,New Brighton,Minnesota
High Point Dunkel,4.5,10.0,Undefined-Ignore,Herkimer Pub & Brewery,Minneapolis,Minnesota
Kolsch,4.5,10.0,Undefined-Ignore,Herkimer Pub & Brewery,Minneapolis,Minnesota
Knockadoon Irish Ale,4.5,10.0,Undefined-Ignore,Green Mill Brewing - Saint Paul,Saint Paul,Minnesota
Gunflint Gold Ale,4.5,10.0,Undefined-Ignore,Green Mill Brewing - Saint Paul,Saint Paul,Minnesota
Big Island Porter,4.5,10.0,Porter,Green Mill Brewing - Saint Paul,Saint Paul,Minnesota
India Pale Ale,4.5,10.0,American-Style Pale Ale,Green Mill Brewing - Saint Paul,Saint Paul,Minnesota
Grand Marais Pale Ale,4.5,10.0,American-Style Pale Ale,Green Mill Brewing - Saint Paul,Saint Paul,Minnesota
Kabeelo Lodge Lager,4.5,10.0,American-Style Lager,Green Mill Brewing - Saint Paul,Saint Paul,Minnesota
Sligo Red,4.5,10.0,Undefined-Ignore,O'Gara's Bar & Grill,Saint Paul,Minnesota
Irish Gold,4.5,10.0,Undefined-Ignore,O'Gara's Bar & Grill,Saint Paul,Minnesota
Cork Brown Ale,4.5,10.0,Porter,O'Gara's Bar & Grill,Saint Paul,Minnesota
Light Amber Ale,4.5,10.0,American-Style Amber/Red Ale,O'Gara's Bar & Grill,Saint Paul,Minnesota
Amber Bock,4.5,10.0,Traditional German-Style Bock,O'Gara's Bar & Grill,Saint Paul,Minnesota
Honey Brown,4.5,10.0,American-Style Lager,O'Gara's Bar & Grill,Saint Paul,Minnesota
Golden Triangle Triple,8.5,10.0,Undefined-Ignore,On Tap Bistro & Brewery,San Diego,California
Belgian Double,7.0,10.0,Undefined-Ignore,On Tap Bistro & Brewery,San Diego,California
Patriot Pale Ale,5.2,10.0,American-Style Pale Ale,On Tap Bistro & Brewery,San Diego,California
Hop Maniac IPA,6.5,10.0,American-Style India Pale Ale,On Tap Bistro & Brewery,San Diego,California
Alt-Er-Ego Amber,5.0,10.0,American-Style Brown Ale,On Tap Bistro & Brewery,San Diego,California
Steamroller Stout,6.0,10.0,American-Style Stout,On Tap Bistro & Brewery,San Diego,California
Hazy Daze Hefeweizen,5.5,10.0,South German-Style Hefeweizen,On Tap Bistro & Brewery,San Diego,California
First Anniversary Ale,4.5,10.0,Undefined-Ignore,Green Flash Brewing,Vista,California
Green Flash Imperial India Pale Ale,9.0,10.0,Imperial or Double India Pale Ale,Green Flash Brewing,Vista,California
Hop Hed Red Ale,6.0,10.0,American-Style Amber/Red Ale,Green Flash Brewing,Vista,California
Barleywine,14.5,10.0,American-Style Barley Wine Ale,Green Flash Brewing,Vista,California
Le Freak Belgian Style IPA,9.0,10.0,Other Belgian-Style Ales,Green Flash Brewing,Vista,California
Pilsner,4.5,10.0,Undefined-Ignore,La Jolla Brew House,La Jolla,California
India Pale Ale,4.5,10.0,American-Style Pale Ale,La Jolla Brew House,La Jolla,California
Pale Ale,4.5,10.0,American-Style Pale Ale,La Jolla Brew House,La Jolla,California
Amber,4.5,10.0,American-Style Amber/Red Ale,La Jolla Brew House,La Jolla,California
Stout,4.5,10.0,American-Style Stout,La Jolla Brew House,La Jolla,California
Wheat,4.5,10.0,South German-Style Hefeweizen,La Jolla Brew House,La Jolla,California
Old 395 Barleywine,4.5,10.0,Undefined-Ignore,San Diego Brewing,San Diego,California
Grantville Gold,4.5,10.0,Undefined-Ignore,San Diego Brewing,San Diego,California
Mission Gorge Porter,4.5,10.0,Porter,San Diego Brewing,San Diego,California
Friars IPA,4.5,10.0,American-Style India Pale Ale,San Diego Brewing,San Diego,California
Amber,4.5,10.0,American-Style Amber/Red Ale,San Diego Brewing,San Diego,California
Old Town Nut Brown,4.5,10.0,American-Style Brown Ale,San Diego Brewing,San Diego,California
Dubble Fantasy,5.0,10.0,Other Belgian-Style Ales,San Diego Brewing,San Diego,California
Winter Wheat,4.5,10.0,Undefined-Ignore,San Marcos Brewery & Grill,San Marcos,California
Caber Tossed,4.5,10.0,Undefined-Ignore,San Marcos Brewery & Grill,San Marcos,California
Cinnabarr,4.5,10.0,Undefined-Ignore,San Marcos Brewery & Grill,San Marcos,California
Premium Golden Ale,4.5,10.0,Undefined-Ignore,San Marcos Brewery & Grill,San Marcos,California
Old English Ale,4.5,10.0,Old Ale,San Marcos Brewery & Grill,San Marcos,California
Pale Ale,4.5,10.0,American-Style Pale Ale,San Marcos Brewery & Grill,San Marcos,California
X-Tra Pale,4.5,10.0,American-Style Pale Ale,San Marcos Brewery & Grill,San Marcos,California
Amber Ale,4.5,10.0,American-Style Amber/Red Ale,San Marcos Brewery & Grill,San Marcos,California
Oatmeal Stout,4.5,10.0,American-Style Stout,San Marcos Brewery & Grill,San Marcos,California
Honey Ale,4.5,10.0,American-Style Lager,San Marcos Brewery & Grill,San Marcos,California
Skye Strong Ale,4.5,10.0,Undefined-Ignore,Port Brewing Company,San Marcos,California
Bombshell Barleywine,9.8,10.0,Undefined-Ignore,Port Brewing Company,San Marcos,California
Port Panzer Imperial Pilsner,9.5,10.0,Undefined-Ignore,Port Brewing Company,San Marcos,California
Old Viscosity,14.55,10.0,Old Ale,Port Brewing Company,San Marcos,California
Frank Double IPA,8.5,10.0,American-Style India Pale Ale,Port Brewing Company,San Marcos,California
Wipeout IPA,7.0,10.0,American-Style India Pale Ale,Port Brewing Company,San Marcos,California
High Tide IPA,6.5,10.0,American-Style India Pale Ale,Port Brewing Company,San Marcos,California
Hop 15 Ale,14.5,10.0,Imperial or Double India Pale Ale,Port Brewing Company,San Marcos,California
3rd Anniversary Ale,14.5,10.0,Imperial or Double India Pale Ale,Port Brewing Company,San Marcos,California
Mongo Double IPA,8.5,10.0,Imperial or Double India Pale Ale,Port Brewing Company,San Marcos,California
Shark Attack Double Red Ale,9.0,10.0,American-Style Amber/Red Ale,Port Brewing Company,San Marcos,California
Sharkbite Red,4.5,10.0,American-Style Amber/Red Ale,Port Brewing Company,San Marcos,California
Red Square,4.5,10.0,American-Style Stout,Port Brewing Company,San Marcos,California
Broken Keg Ice Bock,15.0,10.0,Traditional German-Style Bock,Port Brewing Company,San Marcos,California
Z-U-Later Doppelbock,8.0,10.0,Traditional German-Style Bock,Port Brewing Company,San Marcos,California
Amigo Lager,5.0,10.0,American-Style Lager,Port Brewing Company,San Marcos,California
Belgian Abbey Red,4.5,10.0,Undefined-Ignore,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,California
Padre Porter,4.5,10.0,Undefined-Ignore,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,California
Endless Summer Gold,4.5,10.0,Undefined-Ignore,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,California
Star of India Pale Ale,4.5,10.0,American-Style Pale Ale,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,California
Red Trolley Ale,4.5,10.0,American-Style Amber/Red Ale,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,California
Downtown After Dark,12.0,10.0,American-Style Brown Ale,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,California
Amber Lager,4.5,10.0,American-Style Lager,Karl Strauss Brewery Gardens - Sorrento Mesa,San Diego,California
Half Moon Gold,4.5,10.0,Undefined-Ignore,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Bubba,4.5,10.0,Undefined-Ignore,Northwoods Brewpub Grill,Eau Claire,Wisconsin
White Weasel Beer,4.5,10.0,Undefined-Ignore,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Poplar Porter,4.5,10.0,Porter,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Birch Wood Ale,4.5,10.0,American-Style Pale Ale,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Irish Red,4.5,10.0,American-Style Amber/Red Ale,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Red Cedar Red,4.5,10.0,American-Style Brown Ale,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Bandit Brown,4.5,10.0,American-Style Brown Ale,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Dark Walnut Stout,4.5,10.0,American-Style Stout,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Whitetail Wheat,4.5,10.0,American-Style Lager,Northwoods Brewpub Grill,Eau Claire,Wisconsin
Classic Pilsener,5.0,10.0,Undefined-Ignore,Nicolet Brewing,Florence,Wisconsin
Blonde,3.0,10.0,Undefined-Ignore,Nicolet Brewing,Florence,Wisconsin
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Nicolet Brewing,Florence,Wisconsin
Prostrator Doppelbock,4.5,10.0,Traditional German-Style Bock,Nicolet Brewing,Florence,Wisconsin
Winter Fest Beer,4.5,10.0,Traditional German-Style Bock,Nicolet Brewing,Florence,Wisconsin
Dark Pilsener,5.5,10.0,American-Style Lager,Nicolet Brewing,Florence,Wisconsin
Gold Rush (discontinued),4.5,10.0,Undefined-Ignore,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Scottish Ale,4.5,10.0,Undefined-Ignore,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Raspberry Pilsner,4.5,10.0,Undefined-Ignore,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Red,4.5,10.0,American-Style Amber/Red Ale,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Oktoberfest (discontinued),4.5,10.0,German-Style Oktoberfest,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Stout (discontinued),4.5,10.0,German-Style Schwarzbier,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Honey Weiss (discontinued),4.5,10.0,American-Style Lager,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Silver Cream,4.5,10.0,American-Style Lager,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Pilsner (discontinued),4.5,10.0,American-Style Lager,Rail House Restaurant and Brewpub,Marinette,Wisconsin
Wooden Ships ESB,4.5,10.0,Undefined-Ignore,Great Dane Pub and Brewing #1,Madison,Wisconsin
Old Scratch Barleywine 2002,4.5,10.0,Undefined-Ignore,Great Dane Pub and Brewing #1,Madison,Wisconsin
Old Scratch Barleywine 1996,4.5,10.0,Undefined-Ignore,Great Dane Pub and Brewing #1,Madison,Wisconsin
Stone of Scone Scotch Ale,4.5,10.0,Undefined-Ignore,Great Dane Pub and Brewing #1,Madison,Wisconsin
Old Scratch Barleywine 2000,4.5,10.0,Undefined-Ignore,Great Dane Pub and Brewing #1,Madison,Wisconsin
Bourbon Barleywine,4.5,10.0,Undefined-Ignore,Great Dane Pub and Brewing #1,Madison,Wisconsin
Drop Anchor Steam,4.5,10.0,Undefined-Ignore,Great Dane Pub and Brewing #1,Madison,Wisconsin
Black Earth Porter,4.5,10.0,Porter,Great Dane Pub and Brewing #1,Madison,Wisconsin
Uber APA,4.5,10.0,American-Style Pale Ale,Great Dane Pub and Brewing #1,Madison,Wisconsin
Old Glory American Pale Ale,4.5,10.0,American-Style Pale Ale,Great Dane Pub and Brewing #1,Madison,Wisconsin
Black Wolf Ale,4.5,10.0,American-Style Pale Ale,Great Dane Pub and Brewing #1,Madison,Wisconsin
Landmark Gold,4.5,10.0,American-Style Pale Ale,Great Dane Pub and Brewing #1,Madison,Wisconsin
Imperial Stout,4.5,10.0,American-Style Stout,Great Dane Pub and Brewing #1,Madison,Wisconsin
Old Kentucky Stout,4.5,10.0,American-Style Stout,Great Dane Pub and Brewing #1,Madison,Wisconsin
Crop Circle Wheat,4.5,10.0,South German-Style Hefeweizen,Great Dane Pub and Brewing #1,Madison,Wisconsin
Pro-Tel Memorial Malt Liquor,4.5,10.0,American-Style Lager,Great Dane Pub and Brewing #1,Madison,Wisconsin
Raspberry Ale,4.5,10.0,Light American Wheat Ale or Lager,Great Dane Pub and Brewing #1,Madison,Wisconsin
The Hairy Eyeball,8.8,10.0,Undefined-Ignore,Lagunitas Brewing Company,Petaluma,California
Brown Shugga,9.9,10.0,Undefined-Ignore,Lagunitas Brewing Company,Petaluma,California
Lucky 13 Anniversary Release,8.3,10.0,Irish-Style Red Ale,Lagunitas Brewing Company,Petaluma,California
Undercover Investigation Shut-Down Ale,9.28,10.0,American-Style Pale Ale,Lagunitas Brewing Company,Petaluma,California
Ruben & The Jets,8.6,10.0,American-Style Strong Pale Ale,Lagunitas Brewing Company,Petaluma,California
Maximus Ale,8.4,10.0,American-Style India Pale Ale,Lagunitas Brewing Company,Petaluma,California
IPA,4.5,10.0,American-Style India Pale Ale,Lagunitas Brewing Company,Petaluma,California
Maximus,7.5,10.0,American-Style India Pale Ale,Lagunitas Brewing Company,Petaluma,California
Hop Stoopid,8.2,10.0,Imperial or Double India Pale Ale,Lagunitas Brewing Company,Petaluma,California
Censored (aka The Kronic),5.9,10.0,American-Style Amber/Red Ale,Lagunitas Brewing Company,Petaluma,California
Lucky 13 Mondo Large Red Ale,8.3,10.0,American-Style Amber/Red Ale,Lagunitas Brewing Company,Petaluma,California
Imperial Stout,8.2,10.0,American-Style Stout,Lagunitas Brewing Company,Petaluma,California
Cappuccino Stout,8.3,10.0,American-Style Stout,Lagunitas Brewing Company,Petaluma,California
Sirius,7.0,10.0,American-Style Cream Ale or Lager,Lagunitas Brewing Company,Petaluma,California
Eastside Dark,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Holiday Spice Lager Beer,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Beer Line 2000,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Cattail Ale,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
White,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Organic Extra Special Bitter,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Old 3rd Street XXX Belgian Strong Ale,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Rendezvous BiíÂre de Garde,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Fuel Cafe,5.9,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Broke Spoke Pilsner,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Klisch,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Pumpkin Lager,4.5,10.0,Undefined-Ignore,Lakefront Brewery,Milwaukee,Wisconsin
Cream City Pale Ale,4.5,10.0,American-Style Pale Ale,Lakefront Brewery,Milwaukee,Wisconsin
Lakefront IPA,4.5,10.0,American-Style India Pale Ale,Lakefront Brewery,Milwaukee,Wisconsin
Snake Chaser,4.5,10.0,American-Style Stout,Lakefront Brewery,Milwaukee,Wisconsin
Oktoberfest,4.5,10.0,German-Style Oktoberfest,Lakefront Brewery,Milwaukee,Wisconsin
Big Easy Beer,4.5,10.0,Traditional German-Style Bock,Lakefront Brewery,Milwaukee,Wisconsin
Bock,4.5,10.0,Traditional German-Style Bock,Lakefront Brewery,Milwaukee,Wisconsin
Riverwest Stein Beer,4.5,10.0,American-Style Lager,Lakefront Brewery,Milwaukee,Wisconsin
Samuel Adams Utopias MMIV,24.0,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Samuel Adams Triplebock 1995,4.5,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Samuel Adams Triplebock 1994,17.0,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Samuel Adams Spring Ale,4.5,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Samuel Adams Golden Pilsner,4.5,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Hard Core Crisp Apple Cider,4.5,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Longshot Black Lager,4.5,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Longshot Hazelnut Brown,4.5,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Samuel Adams Old Fezziwig Ale,5.9,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Samuel Adams Hallertau Imperial Pilsner,8.8,10.0,Undefined-Ignore,Boston Beer Company,Boston,Massachusetts
Samuel Adams Cherry Wheat,4.5,10.0,English-Style Pale Mild Ale,Boston Beer Company,Boston,Massachusetts
Samuel Adams Scotch Ale,5.4,10.0,Scotch Ale,Boston Beer Company,Boston,Massachusetts
Samuel Adams Irish Red,4.5,10.0,Irish-Style Red Ale,Boston Beer Company,Boston,Massachusetts
Samuel Adams Holiday Porter,5.8,10.0,Porter,Boston Beer Company,Boston,Massachusetts
Samuel Adams Honey Porter,4.5,10.0,Porter,Boston Beer Company,Boston,Massachusetts
Longshot American Pale Ale,4.5,10.0,American-Style Pale Ale,Boston Beer Company,Boston,Massachusetts
Samuel Adams Boston Ale,4.94,10.0,American-Style Pale Ale,Boston Beer Company,Boston,Massachusetts
Samuel Adams Pale Ale,5.25,10.0,American-Style Pale Ale,Boston Beer Company,Boston,Massachusetts
Samuel Adams Brown Ale,5.35,10.0,American-Style Brown Ale,Boston Beer Company,Boston,Massachusetts
Samuel Adams Cream Stout,4.5,10.0,American-Style Stout,Boston Beer Company,Boston,Massachusetts
Samuel Adams Imperial Stout,9.2,10.0,American-Style Imperial Stout,Boston Beer Company,Boston,Massachusetts
Samuel Adams Coastal Wheat,5.3,10.0,South German-Style Hefeweizen,Boston Beer Company,Boston,Massachusetts
Samuel Adams Hefeweizen,4.5,10.0,South German-Style Hefeweizen,Boston Beer Company,Boston,Massachusetts
Samuel Adams White Ale,4.5,10.0,Belgian-Style White,Boston Beer Company,Boston,Massachusetts
Samuel Adams Blackberry Witbier,5.5,10.0,Belgian-Style White,Boston Beer Company,Boston,Massachusetts
Samuel Adams Imperial White,14.53,10.0,Belgian-Style White,Boston Beer Company,Boston,Massachusetts
Samuel Adams Cranberry Lambic,5.9,10.0,Belgian-Style Fruit Lambic,Boston Beer Company,Boston,Massachusetts
Samuel Adams Noble Pils,5.2,10.0,German-Style Pilsener,Boston Beer Company,Boston,Massachusetts
Samuel Adams OctoberFest,5.7,10.0,German-Style Oktoberfest,Boston Beer Company,Boston,Massachusetts
Samuel Adams Black Lager,4.9,10.0,German-Style Schwarzbier,Boston Beer Company,Boston,Massachusetts
Samuel Adams Chocolate Bock,5.5,10.0,Traditional German-Style Bock,Boston Beer Company,Boston,Massachusetts
Samuel Adams Double Bock,8.8,10.0,Traditional German-Style Bock,Boston Beer Company,Boston,Massachusetts
Samuel Adams Winter Lager,5.8,10.0,Traditional German-Style Bock,Boston Beer Company,Boston,Massachusetts
Samuel Adams Boston Lager,4.75,10.0,American-Style Lager,Boston Beer Company,Boston,Massachusetts
Sam Adams Light,4.5,10.0,American-Style Light Lager,Boston Beer Company,Boston,Massachusetts
Samuel Adams Summer Ale,5.2,10.0,Light American Wheat Ale or Lager,Boston Beer Company,Boston,Massachusetts
Pumpkin Ale,4.5,10.0,Undefined-Ignore,Hops Haven Brew Haus,Sheboygan,Wisconsin
Port Washington Old Port Porter,4.5,10.0,Porter,Hops Haven Brew Haus,Sheboygan,Wisconsin
Port Washington Amber Ale,4.5,10.0,American-Style Amber/Red Ale,Hops Haven Brew Haus,Sheboygan,Wisconsin
"Triple \H\""""",4.5,10.0,South German-Style Hefeweizen,Hops Haven Brew Haus,Sheboygan,Wisconsin
Maslifter Oktoberfest,4.5,10.0,German-Style Oktoberfest,Hops Haven Brew Haus,Sheboygan,Wisconsin
Port Washington Pier 96 Lager,4.5,10.0,American-Style Lager,Hops Haven Brew Haus,Sheboygan,Wisconsin
Munich Dunkel,4.5,10.0,Undefined-Ignore,Courthouse Pub,Manitowoc,Wisconsin
Munich Helles,4.5,10.0,Undefined-Ignore,Courthouse Pub,Manitowoc,Wisconsin
Courthouse Copper,4.5,10.0,American-Style Lager,Courthouse Pub,Manitowoc,Wisconsin
Canadian Light,4.5,10.0,American-Style Lager,Courthouse Pub,Manitowoc,Wisconsin
Tripel,14.5,10.0,Undefined-Ignore,New Glarus Brewing Company,New Glarus,Wisconsin
